Uniprot,score_alpha,score_topm,res_length,SS,pLDDT,proQ3D,qmean,EC
O18497,0.3439,0.3867,1131,7.3,88.96415901479962,0.2993,,3.2.1.114
O18851,0.5767,0.5812,47,6.0,91.32916890080428,0.7841,,1.4.3.4
O19175,0.3905,0.3555,126,16.8,97.7256365403304,0.3596,,2.7.11.1
O21047,0.3732,0.5055,541,58.0,82.86625501770956,0.3155,,7.1.1.2
O21272,0.5122,0.3895,183,15.4,82.15408065618591,0.4804,,7.1.1.2
O21397,0.5142,0.4631,325,39.0,89.9386713836478,0.4901,,7.1.1.2
O24163,0.2957,0.3552,549,54.1,87.40443857965451,0.296,,1.3.3.4
O24872,0.2491,0.3696,219,20.7,96.83677946324389,0.2783,,6.3.3.3
O25095,0.2568,0.3902,313,33.2,92.11048187972918,0.309,,2.7.1.130
O25343,0.3568,0.366,402,37.9,95.9470945945946,0.4405,,2.3.1.117
O26147,0.4707,0.5038,56,3.4,76.96644295302013,0.5666,,2.7.7.6
O26148,0.4252,0.5137,62,7.3,85.89010204081634,0.347,,2.7.7.6
O27124,0.3859,0.3618,604,58.9,92.14204253527058,0.3815,,2.7.7.6
O27479,0.4343,0.3546,182,24.9,94.44237638376384,0.3608,,3.6.1.27
O28579,0.2496,0.4027,421,35.4,94.47915437857355,0.2946,,6.1.1.2
O29135,0.4406,0.4361,77,5.8,83.01387149917628,0.4803,,2.7.7.6
O30180,0.523,0.4802,47,4.7,80.70154727793697,0.5157,,2.7.7.6
O32434,0.2904,0.3596,528,51.3,85.3314741445845,0.2707,,1.3.3.15
O32858,0.3186,0.3725,114,13.6,96.57495260663508,0.3161,,2.5.1.7
O33159,0.3283,0.3744,114,14.3,95.98611045828436,0.3346,,2.5.1.7
O33160,0.3363,0.3585,113,13.1,97.1115212264151,0.3387,,2.5.1.7
O33579,0.4027,0.5069,181,17.9,91.58219749652297,0.4165,,1.8.4.8
O33947,0.3141,0.4642,97,13.3,96.00963917525776,0.3023,,5.3.3.4
O33951,0.2972,0.3536,97,13.1,96.22175641025642,0.2879,,5.3.3.4
O33998,0.3544,0.3732,418,37.7,94.44498172959804,0.3894,,1.8.99.5
O34598,0.3842,0.3611,157,20.3,96.7853233830846,0.3894,,3.5.4.3
O43010,0.2628,0.3618,447,41.4,89.88777258994823,0.3073,0.2115,2.3.1.97
O43056,0.2162,0.4085,339,38.5,94.42483820662768,0.256,,2.7.1.39
O44390,0.4435,0.3761,350,32.8,89.23188441330998,0.3881,,1.14.19.5
O44786,0.2673,0.3614,116,16.1,95.98403468208092,0.3619,,5.3.2.1
O48520,0.2601,0.3597,430,54.1,92.15005011792468,0.2906,0.2145,2.7.7.7
O48916,0.3664,0.363,237,23.7,94.67209553158725,0.3814,0.2629,1.14.18.7
O50312,0.2748,0.3633,347,36.7,88.46680045011253,0.3182,,6.6.1.1
O52380,0.3348,0.3543,162,21.2,94.99880664652568,0.3294,,1.14.13.172
O54457,0.4284,0.4816,62,6.0,91.47449244060476,0.3797,,2.7.9.2
O55766,0.5131,0.5315,1027,81.8,82.82326667479578,0.5687,,2.7.7.6
O57252,0.2996,0.4254,301,29.4,95.64300041442188,0.2964,,2.7.11.1
O59834,0.2872,0.4768,163,17.0,93.47781774580336,0.2874,,3.5.4.1
O60725,0.4896,0.4183,285,34.1,93.36732506643048,0.4854,,2.1.1.100
O61068,0.2454,0.3502,427,39.2,95.36135556915544,0.2842,,2.7.1.90
O62515,0.2764,0.391,312,31.1,92.39199203187226,0.3047,0.221,1.14.11.18
O62583,0.2957,0.3504,206,22.8,93.99667492260062,0.3967,,1.5.1.3
O64238,0.3681,0.3702,236,23.0,96.18472504004272,0.3962,,2.1.1.148
O64362,0.3885,0.3715,179,15.7,94.95998540145985,0.4681,,3.2.1.17
O66187,0.3948,0.3949,127,13.4,92.40141038197844,0.3541,,3.5.5.8
O67258,0.331,0.3701,598,53.7,91.96419785555332,0.3934,,6.1.1.6
O68891,0.49,0.4219,111,6.2,94.30555555555556,0.5326,,5.6.2.2
O69773,0.2689,0.4132,385,39.2,94.13046557377052,0.2529,,3.5.2.6
O73792,0.3444,0.3832,184,20.7,91.86969758064468,0.3461,0.2483,2.7.10.1
O74860,0.2845,0.3866,329,33.1,93.71420971472595,0.3483,0.2058,2.7.1.35
O75817,0.2488,0.3961,115,20.3,88.3602681564248,0.2784,0.2359,3.1.26.5
O75844,0.4041,0.3551,475,60.4,89.28224826165194,0.4266,0.2236,3.4.24.84
O82793,0.3388,0.4311,217,20.5,87.39128351397603,0.3035,,3.6.1.1
O83525,0.2859,0.3868,400,42.4,87.27864093959731,0.2898,,2.7.7.60
O84990,0.283,0.3827,249,26.9,92.99249601699417,0.3521,,2.7.1.26
O86041,0.3636,0.4132,356,41.7,93.73827217670112,0.3836,,1.13.11.4
O87682,0.2867,0.3539,161,19.0,95.75519934906428,0.2624,,1.5.99.14
O87944,0.316,0.4535,75,1.9,83.89617021276595,0.3345,,4.1.99.11
O95059,0.3173,0.3797,106,15.3,81.78121802679645,0.3557,0.2494,3.1.26.5
O97859,0.3003,0.3556,429,38.0,87.10088558692422,0.2778,,3.2.1.18
O99826,0.3936,0.3757,92,12.5,88.40284153005464,0.5731,,7.1.1.2
P00437,0.4562,0.4051,240,27.3,88.36834920634921,0.4781,,1.13.11.3
P00465,0.5932,0.5742,142,9.6,78.97290174471993,0.7103,,1.18.6.1
P00801,0.343,0.435,179,19.9,96.13002228826151,0.4134,,3.4.24.32
P00863,0.5832,0.5806,39,1.1,54.86377483443709,0.6657,,4.1.1.22
P00870,0.4245,0.4406,124,14.8,89.89251976284586,0.415,,4.1.1.39
P00906,0.2325,0.4424,202,25.2,92.05626806833116,0.2741,,2.4.2.18
P00948,0.2998,0.4208,97,12.8,96.73970437017996,0.2998,,5.3.3.4
P00969,0.342,0.3604,360,34.3,93.89814597025251,0.4281,,6.5.1.1
P02350,0.3733,0.3597,247,28.7,84.24049050632911,0.397,,4.2.99.18
P03896,0.3621,0.4313,342,43.1,87.94135193133047,0.3321,,7.1.1.2
P04362,0.4063,0.4082,40,2.5,94.58146341463414,0.3586,,3.1.1.4
P04519,0.2792,0.3717,401,40.3,95.05359574468083,0.4167,,2.4.1.26
P04749,0.4356,0.4063,136,15.6,96.65308411214951,0.4353,,3.2.1.1
P05302,0.3605,0.4305,416,36.3,87.27663551401868,0.3687,,2.1.1.37
P05513,0.5323,0.4848,262,28.2,83.99630980577925,0.5263,,7.1.1.2
P06455,0.4585,0.3981,153,15.2,90.09330267558528,0.4819,,3.6.4.12
P06873,0.3059,0.4039,385,37.0,91.73481442205726,0.2438,,3.4.21.64
P07811,0.3349,0.3667,1097,5.1,85.85532436614689,0.3163,,3.2.1.41
P07883,0.3621,0.4122,310,32.9,91.98375200642054,0.3275,,3.2.1.81
P08306,0.4923,0.3874,299,34.4,89.70991281604185,0.4986,,7.1.1.9
P08425,0.2576,0.4083,470,41.1,91.09324436382482,0.2699,,6.1.1.20
P08757,0.5796,0.3628,36,4.8,95.1387640449438,0.6833,,2.3.1.85
P0A3U0,0.3246,0.5681,600,67.5,66.86491803278689,0.3089,,2.7.7.49
P0A3U1,0.3242,0.5649,600,67.6,66.86563448694596,0.307,,2.7.7.49
P0A3Z1,0.2953,0.353,492,52.9,94.16309955345416,0.2896,,3.4.11.9
P0A609,0.4089,0.3786,241,28.1,83.95483890214797,0.4126,,1.15.1.1
P0A9I8,0.2238,0.3599,108,15.0,95.74971064814804,0.2292,0.2246,1.7.1.15
P0A9L3,0.2961,0.441,207,29.6,94.6342784163474,0.2984,,5.2.1.8
P0AAG5,0.2591,0.3932,593,75.6,89.43461186218966,0.3006,0.2031,7.6.2.2
P0AAV5,0.2644,0.3912,219,27.1,93.1692066311427,0.2892,,3.5.2.9
P0ABS9,0.4527,0.3684,77,9.3,69.77383252818035,0.3677,,2.7.7.7
P0AC28,0.2369,0.3765,182,22.5,94.67969778374786,0.2818,0.2022,6.3.3.2
P0AC47,0.289,0.3569,244,25.3,96.309161392405,0.3422,0.245,1.3.5.1
P0ADF7,0.2657,0.3651,604,64.4,95.12954525386311,0.2493,,4.2.1.12
P0AF33,0.5425,0.3958,227,27.0,95.43842047930283,0.5568,,1.7.5.1
P0C0M4,0.5343,0.5155,98,9.2,96.04861618798954,0.6218,,2.1.1.45
P0C0M8,0.417,0.3895,131,15.2,92.1601122544434,0.4546,,2.7.4.8
P0C0N0,0.4332,0.469,31,3.1,91.67464566929134,0.431,,2.1.3.3
P0C0Q9,0.5091,0.4781,95,9.9,89.29251336898396,0.5091,,5.6.2.2
P0C1A0,0.3266,0.4346,243,22.3,90.95918441558442,0.2846,,6.3.4.5
P0C1G5,0.3529,0.4542,115,12.1,95.86370370370372,0.4415,,1.1.1.37
P0C2D1,0.5827,0.4915,50,4.1,83.7771505376344,0.698,,1.4.3.2
P0C2D2,0.5065,0.5288,62,6.5,87.20610869565219,0.4863,,1.4.3.2
P0C2D3,0.5472,0.4873,28,2.9,87.39119266055046,0.5357,,1.4.3.2
P0C5A3,0.2464,0.3589,359,38.8,90.84213824534751,0.277,,3.1.3.7
P0C7B6,0.3109,0.3725,489,49.4,91.54153590595509,0.3355,0.2542,6.3.1.2
P0C8N7,0.4165,0.4075,181,20.2,90.985176730486,0.3861,,7.1.1.6
P0C9C3,0.2689,0.4196,166,19.9,91.53458952306488,0.2966,,3.6.1.23
P0CF21,0.3624,0.362,128,15.9,94.90064483111566,0.3885,,4.3.1.17
P0CQ00,0.2929,0.356,363,30.5,87.7132867132867,0.3112,,5.2.1.8
P0CQ01,0.2976,0.3789,363,30.5,87.7132867132867,0.319,,5.2.1.8
P0CT50,0.3148,0.3627,351,40.3,96.71551699716714,0.3619,,4.1.1.91
P0CV89,0.5596,0.5707,62,2.0,52.183052837573385,0.7232,,3.1.1.4
P0CV91,0.5505,0.4959,37,4.5,76.92786206896552,0.6005,,1.11.1.24
P0CY52,0.6026,0.4929,21,0.0,81.57552631578947,0.791,,3.4.21.6
P0DI88,0.519,0.4883,38,3.4,90.43275747508306,0.5499,,1.4.3.2
P0DJJ5,0.5523,0.5624,55,5.0,68.26514150943396,0.722,,3.1.3.5
P0DJJ7,0.4986,0.5502,30,2.6,74.75889380530974,0.753,,3.1.1.4
P0DJM6,0.5072,0.4616,24,2.4,86.61552631578948,0.6693,,3.1.1.4
P0DJM7,0.5051,0.4743,24,2.4,86.61552631578948,0.6606,,3.1.1.4
P0DJM8,0.4736,0.5016,24,2.6,76.97137566137566,0.669,,3.1.1.4
P0DJQ0,0.4597,0.3558,24,2.3,83.89805714285714,0.4482,,3.1.1.4
P0DKH4,0.5694,0.5557,62,3.9,54.3275796178344,0.6734,,3.2.1.186
P0DKT6,0.5558,0.544,36,3.3,69.6251711026616,0.5932,,3.1.1.4
P0DKT7,0.5724,0.5247,21,2.0,73.3687951807229,0.8557,,3.1.1.4
P0DKU3,0.505,0.5249,31,3.0,82.59046332046333,0.7453,,3.1.1.4
P0DKU4,0.5071,0.5241,31,3.0,82.59046332046333,0.7737,,3.1.1.4
P0DM50,0.5766,0.5053,41,4.0,76.15471698113208,0.6127,,3.1.1.4
P0DMP5,0.2424,0.3991,256,22.8,96.3148275862069,0.2744,,1.1.1.194
P0DTT6,0.2086,0.3748,252,29.3,93.63909506863244,0.2249,,7.5.2.13
P11344,0.3017,0.3752,505,37.6,92.54831926514385,0.3157,0.249,1.14.18.1
P11419,0.5925,0.5747,28,1.6,78.12919431279622,0.7503,,1.15.1.1
P11726,0.4318,0.5483,31,3.0,85.87622568093386,0.5358,,2.1.3.3
P11727,0.4913,0.414,35,3.9,72.04378006872854,0.4909,,2.1.3.3
P12343,0.5842,0.5512,32,2.8,90.44560165975103,0.7477,,2.6.1.1
P13064,0.5851,0.5077,33,3.3,60.62674008810571,0.712,,1.12.99.6
P13387,0.3632,0.3696,704,56.8,88.01521602076767,0.3843,,2.7.10.1
P13568,0.3787,0.3649,1420,43.1,76.25943462279014,0.415,,7.6.2.2
P13587,0.3566,0.4505,1092,1.7,81.73940536706466,0.3314,,7.2.2.3
P13951,0.5581,0.4969,83,10.7,83.32514749262536,0.5972,,4.1.1.39
P14532,0.3655,0.3627,347,30.2,94.41862722791048,0.3456,,1.11.1.5
P14960,0.4841,0.466,140,18.0,94.24104795737122,0.5149,,4.1.1.39
P15110,0.4327,0.4056,236,26.6,90.05182205647309,0.4292,,1.13.11.3
P15602,0.4972,0.443,157,12.1,87.41974631751226,0.5592,,7.1.1.2
P15840,0.268,0.4187,387,31.6,93.23460429349568,0.3044,,2.1.1.37
P15950,0.3351,0.4103,189,22.7,94.4121088435374,0.3229,,3.4.21.35
P15984,0.5515,0.4608,81,9.1,94.01247440273038,0.6063,,1.11.1.7
P16006,0.3611,0.351,194,19.5,88.48028263795425,0.385,,3.5.4.12
P16009,0.5168,0.3817,576,60.1,90.6634538061893,0.5232,,3.2.1.17
P16061,0.3557,0.3587,317,22.9,89.40271131073908,0.3316,,3.2.1.14
P16130,0.4708,0.3518,87,8.9,83.72609579100146,0.4428,,4.1.1.39
P16687,0.3424,0.3966,354,32.0,97.51070226773984,0.4664,0.2657,2.7.8.37
P16688,0.4008,0.4054,282,24.5,94.93991502683365,0.4044,,4.7.1.1
P16913,0.2945,0.4264,301,30.8,95.25524658101948,0.2927,,2.7.11.1
P17423,0.261,0.4843,358,34.1,93.57602870813398,0.296,,2.7.1.39
P17652,0.3353,0.3669,564,59.1,84.61184051820415,0.3558,,1.3.7.7
P18539,0.314,0.3709,377,33.7,92.29655828433069,0.3144,,3.5.2.6
P19043,0.6121,0.4449,71,6.9,74.51185929648241,0.7199,,7.1.1.2
P19049,0.4645,0.5093,87,11.0,89.15660179640719,0.6511,,7.1.1.2
P19318,0.4081,0.4037,515,39.4,85.63316764132554,0.4023,,1.7.5.1
P19498,0.382,0.3708,237,23.5,85.17835287548856,0.4006,,1.12.98.1
P19663,0.4882,0.3513,24,2.5,88.86901554404146,0.7103,,2.4.2.4
P20137,0.5596,0.5009,29,3.4,78.75215767634853,0.697,,2.5.1.18
P20300,0.5251,0.4664,74,8.8,94.3955633802817,0.4964,,2.1.1.216
P20339,0.2933,0.3757,199,21.4,88.44116698903937,0.2686,0.2596,3.6.5.2
P20622,0.5569,0.496,80,6.2,86.18744262295081,0.5934,,1.18.6.1
P20699,0.5857,0.5476,59,4.8,74.3832967032967,0.7318,,4.1.3.1
P20911,0.3327,0.3646,353,33.5,82.47796852646638,0.3016,,2.7.11.22
P21227,0.5255,0.445,24,2.0,77.60672727272727,0.5516,,3.2.1.14
P21301,0.3935,0.4033,387,44.3,84.13584947602415,0.3324,,7.1.1.2
P21370,0.5249,0.4367,216,17.5,92.50429874572406,0.5258,,3.1.1.1
P21933,0.5821,0.5304,80,9.0,86.84615763546797,0.7393,,7.1.2.2
P22817,0.2555,0.4302,991,26.5,93.58967891054472,0.2627,,3.4.24.56
P22950,0.6053,0.512,21,0.0,72.78757961783438,0.7378,,2.8.4.1
P23334,0.5778,0.4469,70,8.1,80.93656690140845,0.7227,,2.1.1.57
P23473,0.5562,0.5814,48,5.2,94.72777464788732,0.6414,,3.2.1.14
P23992,0.5105,0.5079,161,16.1,82.48890839694657,0.5389,,5.6.2.2
P24011,0.4269,0.3754,357,37.7,93.06396032589444,0.4181,,7.1.1.9
P24475,0.6001,0.5541,56,5.8,70.17983009708738,0.7331,,3.2.2.22
P24540,0.233,0.4219,102,14.3,95.628184079602,0.2716,,3.6.1.7
P25000,0.4949,0.4568,99,13.8,86.77807291666666,0.5783,,7.1.1.2
P25055,0.2784,0.3643,506,40.5,88.87309789665022,0.3098,,2.7.2.3
P26290,0.4513,0.4384,181,23.0,89.83242696629215,0.4287,,7.1.1.6
P26292,0.4712,0.4538,181,19.7,90.06111111111112,0.4369,,7.1.1.6
P26799,0.5655,0.519,121,12.4,94.25251303441084,0.6687,,3.3.1.1
P26876,0.3517,0.3752,312,32.2,88.10219088937093,0.3132,,3.1.1.3
P26884,0.3851,0.4254,225,21.4,73.50421734234234,0.3501,,5.2.1.8
P26930,0.4523,0.4527,125,10.1,87.56145854145856,0.4666,,3.5.1.5
P27158,0.2615,0.3762,100,11.8,88.97744572158379,0.2984,0.2338,2.7.1.21
P27561,0.4626,0.4245,158,15.1,83.0807362459547,0.4265,,3.2.2.22
P28270,0.4798,0.4533,52,5.2,66.38891687657431,0.5062,,1.4.1.3
P28363,0.407,0.4449,639,47.0,77.34036062378168,0.4032,,2.7.7.6
P28567,0.4086,0.45,152,15.9,87.06648692810458,0.3791,,2.7.11.22
P28735,0.4131,0.3592,220,23.8,95.0232486388385,0.4385,,2.6.1.9
P28766,0.3735,0.3565,145,17.3,97.16482854494905,0.3686,,1.15.1.1
P28852,0.3471,0.3792,183,21.6,89.22517148621387,0.4,,2.7.1.21
P29058,0.4772,0.4298,211,20.4,93.4672388556221,0.4631,,1.1.1.34
P29091,0.4719,0.4189,193,17.7,95.31279472954228,0.5988,,3.2.1.21
P29643,0.5317,0.4532,189,22.0,97.25749498997996,0.6006,,7.1.1.9
P29660,0.4576,0.37,75,9.1,90.6809122203098,0.7037,,7.1.1.9
P29785,0.3188,0.3674,260,29.0,95.1277800407332,0.4076,,2.7.7.24
P29869,0.3832,0.4309,275,33.5,87.79509907529723,0.3184,,7.1.1.2
P31155,0.4331,0.4356,235,19.3,93.40605408388522,0.4921,,2.5.1.6
P31156,0.4811,0.4566,146,10.9,91.216355475763,0.5374,,2.5.1.6
P31186,0.5601,0.3641,59,3.3,79.46477272727273,0.5918,,4.1.1.39
P31255,0.5611,0.4851,153,16.6,90.282384,0.6355,,6.2.1.45
P31668,0.3114,0.3651,198,24.4,91.16647651006711,0.2885,,2.3.1.183
P31874,0.604,0.5662,47,3.8,85.414,0.808,,4.2.1.9
P31960,0.4213,0.3586,101,12.2,92.00686375321337,0.4384,,4.2.1.33
P32185,0.4788,0.4767,36,0.0,94.703320754717,0.455,,1.1.1.31
P32782,0.3294,0.423,427,30.5,87.48632483698873,0.3554,,3.1.4.17
P34030,0.487,0.4232,228,19.3,91.64530933633296,0.4853,,5.6.2.2
P34647,0.3071,0.3754,796,89.3,76.7441922648417,0.342,0.2749,3.6.4.12
P34878,0.3255,0.4707,361,30.7,91.71299661016948,0.4237,,2.1.1.37
P34935,0.3628,0.3988,263,36.5,89.47279802955666,0.4219,,3.6.4.10
P35141,0.5642,0.5308,41,5.3,93.88625,0.622,,2.7.4.3
P35851,0.5566,0.5012,55,5.5,88.56525641025642,0.7044,,3.5.1.2
P36251,0.464,0.454,179,16.7,86.19017021276595,0.4568,,2.7.7.6
P36615,0.2365,0.3747,306,31.1,92.6440603342842,0.2696,0.2116,2.7.11.22
P37143,0.3991,0.3955,436,50.0,65.79283185840708,0.3981,,1.1.1.3
P37743,0.4742,0.4286,577,41.0,75.07502660189682,0.4553,,1.11.1.21
P37823,0.3424,0.3893,432,41.5,85.92024390243903,0.3767,,1.3.7.7
P37836,0.4174,0.3904,196,20.6,87.70982712765957,0.4258,,2.3.1.54
P37890,0.2698,0.3714,457,37.3,89.1853236607142,0.3078,0.2203,3.4.16.5
P38024,0.2833,0.3664,427,48.3,94.4896167773084,0.3184,,4.1.1.21
P38534,0.3783,0.4094,252,27.7,90.76892101187404,0.3512,,3.2.1.4
P38744,0.3035,0.3903,120,14.2,91.27816801619436,0.3173,0.2171,4.2.1.96
P39358,0.2223,0.3995,624,54.4,95.5369158278,0.2868,0.1915,4.2.1.82
P39430,0.5172,0.4643,55,5.9,92.73492647058823,0.6234,,3.6.1.73
P39438,0.523,0.4104,188,23.9,93.45497851002864,0.5101,,3.6.1.27
P39746,0.5138,0.4773,63,5.7,84.47211206896552,0.4882,,2.7.12.2
P40081,0.3016,0.4262,179,18.6,95.6554993065187,0.4098,,3.1.3.48
P40126,0.2661,0.3931,496,42.7,91.76160450563216,0.2528,0.2604,5.3.3.12
P41500,0.2566,0.3667,102,15.0,95.6578385093168,0.2982,,3.6.1.7
P41773,0.3733,0.3665,477,48.7,90.67457770270268,0.5335,,3.1.1.3
P41908,0.5631,0.5075,88,9.5,93.69845821325649,0.6721,,6.1.1.22
P42075,0.3409,0.5033,204,17.1,92.55849848024316,0.3198,,2.7.7.6
P42077,0.3478,0.489,205,16.6,90.69658052884614,0.3356,,2.7.7.6
P42360,0.2282,0.3539,252,27.6,90.3349493414387,0.256,,7.2.2.5
P42449,0.4038,0.369,433,49.9,96.22494594594592,0.4483,,4.1.3.1
P42535,0.2562,0.3887,539,55.2,91.89172193273328,0.2847,,1.14.13.50
P42867,0.3081,0.3856,400,46.8,95.29841051314122,0.3761,0.2376,2.7.8.15
P43290,0.5272,0.4674,91,11.6,90.6901066666667,0.6611,,2.7.11.22
P43369,0.5206,0.4855,244,31.0,90.44837256908905,0.5829,,7.1.1.9
P43370,0.5469,0.4941,248,30.7,91.53625126135218,0.6886,,7.1.1.9
P43588,0.35,0.3664,306,38.7,81.74501038637311,0.4539,0.2602,3.4.19.12
P44624,0.2712,0.3711,185,19.1,96.45334434897556,0.2846,,3.5.1.28
P44783,0.4689,0.4523,193,23.2,92.42778720626632,0.4528,,3.4.21.105
P44893,0.3658,0.3889,257,23.9,92.80110334498252,0.3763,,1.3.5.1
P44945,0.3404,0.3637,1122,21.9,89.0960986791835,0.367,,3.1.11.5
P45267,0.3102,0.3659,353,39.5,93.91305793623584,0.3863,,3.6.1.25
P45295,0.2919,0.393,565,54.1,93.22691270718232,0.3259,,1.1.5.12
P45362,0.5094,0.5023,108,14.1,90.01784793814434,0.4628,,2.3.1.9
P45749,0.3069,0.3781,193,21.7,87.49872703412073,0.2892,,2.7.7.72
P46555,0.3114,0.3524,616,55.0,87.20290165924644,0.3536,0.2572,5.1.3.17
P47154,0.4177,0.372,453,59.3,92.40471096704448,0.435,0.2041,3.4.24.84
P47352,0.3399,0.4008,194,19.2,95.0550220541903,0.3561,,3.5.1.88
P47734,0.2963,0.3888,391,40.7,93.0350881953867,0.3323,,1.1.1.284
P48028,0.4116,0.3583,170,20.9,95.17820063694266,0.4063,,2.5.1.47
P48923,0.4619,0.467,156,19.3,79.32998329156223,0.498,,7.1.1.2
P48929,0.4547,0.36,85,11.5,87.08861751152074,0.5313,,7.1.1.2
P49441,0.2727,0.3823,399,44.0,87.64735922330155,0.2851,0.2314,3.1.3.57
P49713,0.2418,0.3873,461,44.0,94.67074006276088,0.2474,0.2287,3.2.1.51
P49714,0.4716,0.3911,812,57.7,79.04648504775325,0.4995,,3.2.1.129
P50046,0.5158,0.3726,155,13.1,96.11878070973611,0.6492,,3.5.1.5
P50097,0.3274,0.3947,504,56.4,89.36162862272377,0.3427,,1.1.1.205
P50214,0.2976,0.4273,474,39.6,95.52328260869568,0.338,,1.1.1.42
P50657,0.5504,0.4508,87,8.0,93.65965116279072,0.7138,,7.1.1.9
P50664,0.5291,0.5065,153,19.0,91.36244370308592,0.5422,,7.1.1.2
P50665,0.5214,0.3588,80,9.3,71.53781055900622,0.6942,,7.1.1.2
P50671,0.5152,0.4495,275,33.7,93.80016956920257,0.4819,,7.1.1.9
P50694,0.3873,0.3569,246,22.4,92.1544983277592,0.4269,,3.2.1.39
P51076,0.3951,0.4499,100,10.5,96.3758201058201,0.4094,,2.3.1.74
P51120,0.5832,0.5238,120,13.5,95.2298045602606,0.7807,,6.3.1.2
P51597,0.4381,0.3987,81,9.3,96.79053882725832,0.5183,,3.5.4.16
P51598,0.4364,0.3602,81,8.9,97.2607142857143,0.4271,,3.5.4.16
P51898,0.4573,0.479,222,25.3,84.68228160919541,0.3899,,7.1.1.2
P51926,0.5122,0.5224,164,19.7,88.72729540140296,0.6502,,7.1.1.2
P52201,0.4138,0.4206,89,10.8,92.9615672676838,0.3949,,4.3.2.2
P52427,0.2684,0.3583,251,35.7,91.80507268951196,0.2845,,3.4.25.1
P52733,0.4414,0.4356,697,47.4,79.21025987896049,0.3949,,2.7.7.6
P52833,0.3219,0.4616,228,22.0,94.26162946428572,0.3128,,6.1.1.3
P53167,0.2979,0.4228,371,32.0,94.05997282608696,0.3605,,5.4.99.44
P53357,0.2789,0.3565,304,31.0,92.76824894514768,0.3484,,3.1.1.4
P53398,0.5155,0.4841,37,5.0,90.81916030534352,0.4749,,2.7.4.3
P53449,0.3735,0.3941,138,14.9,92.82420689655171,0.3693,,4.1.2.13
P54099,0.3288,0.5292,1219,93.9,80.84594178794178,0.3376,,2.7.7.7
P54271,0.4896,0.431,163,18.6,75.24065420560747,0.4753,,2.7.1.17
P54860,0.2514,0.4245,962,14.7,89.76159571723426,0.299,,2.3.2.27
P54894,0.2451,0.41,323,30.0,96.70053767820774,0.2935,,1.2.1.38
P55026,0.5046,0.4882,274,24.3,90.66861911294008,0.5021,,1.14.18.1
P55033,0.3689,0.4987,530,7.1,88.92908021641966,0.3147,,1.14.18.1
P55739,0.5196,0.5246,43,4.3,87.70626506024095,0.7522,,3.1.3.16
P55911,0.3356,0.3893,147,13.9,93.6200171379606,0.3152,,2.5.1.54
P56471,0.5184,0.5276,91,7.4,59.67438335809807,0.5001,,1.1.1.41
P56578,0.2695,0.415,167,18.2,96.99680751173707,0.3546,,1.11.1.24
P56653,0.3063,0.3576,142,19.3,96.64515070921983,0.3113,,3.1.2.23
P56890,0.4035,0.3946,130,17.2,94.031328934967,0.4475,,4.1.1.39
P57487,0.45,0.3554,251,18.2,86.88568876351668,0.3699,,3.1.21.1
P57534,0.334,0.4152,208,22.9,92.6410491997629,0.3014,,1.1.1.193
P58761,0.3438,0.3519,159,19.3,95.43955271565495,0.3651,,4.2.3.3
P59067,0.3782,0.4594,63,4.9,92.27869120654395,0.3403,,3.1.1.4
P59070,0.4644,0.4845,49,3.5,87.30209115281501,0.4282,,3.1.1.4
P60355,0.4639,0.4373,267,29.2,96.0822419587134,0.6142,,1.11.1.6
P61600,0.3343,0.4317,179,19.0,93.53193593314764,0.3439,,2.3.1.254
P61897,0.397,0.4571,155,15.8,89.1903621908127,0.4244,,1.1.1.37
P63886,0.522,0.3894,550,63.0,90.80283730617911,0.5195,,7.1.1.8
P64323,0.2705,0.3576,738,65.8,80.48175345377258,0.282,,3.6.4.12
P68921,0.3382,0.3757,178,19.4,93.76883551673944,0.3777,,3.2.1.17
P69452,0.2425,0.3541,562,60.7,93.33188468550593,0.2601,,6.2.1.3
P70700,0.302,0.3608,1135,9.5,91.50999000222085,0.3917,0.227,2.7.7.6
P71317,0.3882,0.3712,151,19.6,94.31713915298184,0.3933,,1.6.1.1
P71778,0.2514,0.3795,429,40.3,86.26276022304795,0.3072,0.221,3.5.2.6
P72736,0.2913,0.3522,196,21.2,85.93090848363393,0.311,,2.7.6.3
P73053,0.3522,0.3569,216,24.0,96.0645377197958,0.4374,,2.1.1.148
P73526,0.3209,0.3706,290,22.3,96.3659100829332,0.3071,,1.17.99.6
P73667,0.2751,0.3734,209,16.2,94.6218286059143,0.2758,,4.3.99.3
P74158,0.2493,0.3721,288,33.6,93.1975725952813,0.2419,,3.1.3.25
P76038,0.2664,0.4009,255,29.0,96.11750887874176,0.254,,3.5.1.94
P77877,0.5526,0.4838,168,15.1,94.83296933433058,0.6482,,5.3.1.9
P80008,0.4823,0.5218,29,1.5,65.94926470588234,0.4309,,3.5.1.13
P80046,0.317,0.4126,476,40.9,95.40820010875476,0.3543,,1.1.1.42
P80145,0.5962,0.4808,33,1.4,64.34400793650795,0.771,,1.16.3.1
P80264,0.5805,0.541,48,6.0,82.50113513513513,0.7222,,7.1.1.2
P80441,0.5063,0.3632,282,34.0,93.4963914780293,0.5996,,7.1.1.9
P80489,0.3704,0.4107,457,46.0,92.48086308687095,0.3947,,1.12.98.1
P80718,0.572,0.4795,22,0.0,96.22833333333334,0.5857,,3.2.1.8
